mission,mss_id,tm_id,roi_id
L4,LANDSAT/LT04/C02/T2/LT04_177021_19890715,LANDSAT/LM04/C02/T2/LM04_177021_19890715,ROI_2079
L4,LANDSAT/LT04/C02/T2/LT04_177021_19920707,LANDSAT/LM04/C02/T2/LM04_177021_19920707,ROI_2079
L4,LANDSAT/LT04/C02/T2/LT04_163020_19880912,LANDSAT/LM04/C02/T2/LM04_163020_19880912,ROI_2088
L4,LANDSAT/LT04/C02/T2/LT04_180022_19890618,LANDSAT/LM04/C02/T2/LM04_180022_19890618,ROI_2118
L4,LANDSAT/LT04/C02/T2/LT04_181022_19880622,LANDSAT/LM04/C02/T2/LM04_181022_19880622,ROI_2118
L4,LANDSAT/LT04/C02/T2/LT04_181022_19880809,LANDSAT/LM04/C02/T2/LM04_181022_19880809,ROI_2118
L4,LANDSAT/LT04/C02/T2/LT04_181022_19880910,LANDSAT/LM04/C02/T2/LM04_181022_19880910,ROI_2118
L4,LANDSAT/LT04/C02/T2/LT04_181022_19881129,LANDSAT/LM04/C02/T2/LM04_181022_19881129,ROI_2118
L4,LANDSAT/LT04/C02/T2/LT04_195025_19890611,LANDSAT/LM04/C02/T2/LM04_195025_19890611,ROI_2152
L4,LANDSAT/LT04/C02/T2/LT04_195024_19890611,LANDSAT/LM04/C02/T2/LM04_195024_19890611,ROI_2153
L4,LANDSAT/LT04/C02/T2/LT04_195025_19890611,LANDSAT/LM04/C02/T2/LM04_195025_19890611,ROI_2153
L4,LANDSAT/LT04/C02/T2/LT04_020036_19830209,LANDSAT/LM04/C02/T2/LM04_020036_19830209,ROI_2234
L4,LANDSAT/LT04/C02/T2/LT04_021036_19821112,LANDSAT/LM04/C02/T2/LM04_021036_19821112,ROI_2234
L4,LANDSAT/LT04/C02/T2/LT04_021036_19821230,LANDSAT/LM04/C02/T2/LM04_021036_19821230,ROI_2234
L4,LANDSAT/LT04/C02/T2/LT04_028032_19830201,LANDSAT/LM04/C02/T2/LM04_028032_19830201,ROI_2272
L4,LANDSAT/LT04/C02/T2/LT04_029031_19830107,LANDSAT/LM04/C02/T2/LM04_029031_19830107,ROI_2272
L4,LANDSAT/LT04/C02/T2/LT04_028028_19821113,LANDSAT/LM04/C02/T2/LM04_028028_19821113,ROI_2282
L4,LANDSAT/LT04/C02/T2/LT04_028028_19830116,LANDSAT/LM04/C02/T2/LM04_028028_19830116,ROI_2282
L4,LANDSAT/LT04/C02/T2/LT04_029028_19821222,LANDSAT/LM04/C02/T2/LM04_029028_19821222,ROI_2282
L4,LANDSAT/LT04/C02/T2/LT04_041030_19821210,LANDSAT/LM04/C02/T2/LM04_041030_19821210,ROI_2299
L4,LANDSAT/LT04/C02/T2/LT04_042031_19821201,LANDSAT/LM04/C02/T2/LM04_042031_19821201,ROI_2301
L4,LANDSAT/LT04/C02/T2/LT04_047026_19821204,LANDSAT/LM04/C02/T2/LM04_047026_19821204,ROI_2394
L4,LANDSAT/LT04/C02/T2/LT04_047026_19821220,LANDSAT/LM04/C02/T2/LM04_047026_19821220,ROI_2394
L4,LANDSAT/LT04/C02/T2/LT04_047026_19830105,LANDSAT/LM04/C02/T2/LM04_047026_19830105,ROI_2394
L4,LANDSAT/LT04/C02/T2/LT04_048026_19821227,LANDSAT/LM04/C02/T2/LM04_048026_19821227,ROI_2394
L4,LANDSAT/LT04/C02/T2/LT04_025033_19821226,LANDSAT/LM04/C02/T2/LM04_025033_19821226,ROI_2421
L4,LANDSAT/LT04/C02/T2/LT04_025033_19830127,LANDSAT/LM04/C02/T2/LM04_025033_19830127,ROI_2421
L4,LANDSAT/LT04/C02/T2/LT04_015035_19830206,LANDSAT/LM04/C02/T2/LM04_015035_19830206,ROI_2446
L4,LANDSAT/LT04/C02/T2/LT04_227069_19890307,LANDSAT/LM04/C02/T2/LM04_227069_19890307,ROI_2479
L4,LANDSAT/LT04/C02/T2/LT04_227084_19890611,LANDSAT/LM04/C02/T2/LM04_227084_19890611,ROI_2537
L4,LANDSAT/LT04/C02/T2/LT04_227084_19890729,LANDSAT/LM04/C02/T2/LM04_227084_19890729,ROI_2537
L4,LANDSAT/LT04/C02/T2/LT04_228084_19890821,LANDSAT/LM04/C02/T2/LM04_228084_19890821,ROI_2537
L4,LANDSAT/LT04/C02/T2/LT04_228087_19890821,LANDSAT/LM04/C02/T2/LM04_228087_19890821,ROI_2543
L4,LANDSAT/LT04/C02/T2/LT04_227083_19890611,LANDSAT/LM04/C02/T2/LM04_227083_19890611,ROI_2582
L4,LANDSAT/LT04/C02/T2/LT04_227083_19890627,LANDSAT/LM04/C02/T2/LM04_227083_19890627,ROI_2582
L4,LANDSAT/LT04/C02/T2/LT04_227084_19890611,LANDSAT/LM04/C02/T2/LM04_227084_19890611,ROI_2582
L4,LANDSAT/LT04/C02/T2/LT04_227084_19890729,LANDSAT/LM04/C02/T2/LM04_227084_19890729,ROI_2582
L4,LANDSAT/LT04/C02/T2/LT04_007059_19880518,LANDSAT/LM04/C02/T2/LM04_007059_19880518,ROI_2701
L4,LANDSAT/LT04/C02/T2/LT04_007059_19890521,LANDSAT/LM04/C02/T2/LM04_007059_19890521,ROI_2701
L4,LANDSAT/LT04/C02/T2/LT04_010055_19880523,LANDSAT/LM04/C02/T2/LM04_010055_19880523,ROI_2716
L4,LANDSAT/LT04/C02/T2/LT04_010056_19880523,LANDSAT/LM04/C02/T2/LM04_010056_19880523,ROI_2716
L4,LANDSAT/LT04/C02/T2/LT04_024033_19821203,LANDSAT/LM04/C02/T2/LM04_024033_19821203,ROI_2944
L4,LANDSAT/LT04/C02/T2/LT04_020033_19830209,LANDSAT/LM04/C02/T2/LM04_020033_19830209,ROI_2945
L4,LANDSAT/LT04/C02/T2/LT04_020033_19900908,LANDSAT/LM04/C02/T2/LM04_020033_19900908,ROI_2945
L4,LANDSAT/LT04/C02/T2/LT04_021033_19821128,LANDSAT/LM04/C02/T2/LM04_021033_19821128,ROI_2945
L4,LANDSAT/LT04/C02/T2/LT04_021033_19830115,LANDSAT/LM04/C02/T2/LM04_021033_19830115,ROI_2945
L4,LANDSAT/LT04/C02/T2/LT04_021033_19830131,LANDSAT/LM04/C02/T2/LM04_021033_19830131,ROI_2945
L4,LANDSAT/LT04/C02/T2/LT04_020033_19830209,LANDSAT/LM04/C02/T2/LM04_020033_19830209,ROI_2946
L4,LANDSAT/LT04/C02/T2/LT04_020033_19900908,LANDSAT/LM04/C02/T2/LM04_020033_19900908,ROI_2946
L4,LANDSAT/LT04/C02/T2/LT04_020034_19830209,LANDSAT/LM04/C02/T2/LM04_020034_19830209,ROI_2946
L4,LANDSAT/LT04/C02/T2/LT04_020047_19891007,LANDSAT/LM04/C02/T2/LM04_020047_19891007,ROI_2972
L4,LANDSAT/LT04/C02/T2/LT04_020047_19900228,LANDSAT/LM04/C02/T2/LM04_020047_19900228,ROI_2972
L4,LANDSAT/LT04/C02/T2/LT04_021047_19920312,LANDSAT/LM04/C02/T2/LM04_021047_19920312,ROI_2972
L4,LANDSAT/LT04/C02/T2/LT04_227073_19890307,LANDSAT/LM04/C02/T2/LM04_227073_19890307,ROI_2976
L4,LANDSAT/LT04/C02/T2/LT04_120040_19890222,LANDSAT/LM04/C02/T2/LM04_120040_19890222,ROI_3129
L4,LANDSAT/LT04/C02/T2/LT04_157014_19880411,LANDSAT/LM04/C02/T2/LM04_157014_19880411,ROI_3168
L4,LANDSAT/LT04/C02/T2/LT04_157014_19880902,LANDSAT/LM04/C02/T2/LM04_157014_19880902,ROI_3168
L4,LANDSAT/LT04/C02/T2/LT04_157014_19880918,LANDSAT/LM04/C02/T2/LM04_157014_19880918,ROI_3168
L4,LANDSAT/LT04/C02/T2/LT04_159014_19880527,LANDSAT/LM04/C02/T2/LM04_159014_19880527,ROI_3168
L4,LANDSAT/LT04/C02/T2/LT04_159014_19880730,LANDSAT/LM04/C02/T2/LM04_159014_19880730,ROI_3168
L4,LANDSAT/LT04/C02/T2/LT04_157016_19880411,LANDSAT/LM04/C02/T2/LM04_157016_19880411,ROI_3169
L4,LANDSAT/LT04/C02/T2/LT04_157016_19880902,LANDSAT/LM04/C02/T2/LM04_157016_19880902,ROI_3169
L4,LANDSAT/LT04/C02/T2/LT04_157016_19880918,LANDSAT/LM04/C02/T2/LM04_157016_19880918,ROI_3169
L4,LANDSAT/LT04/C02/T2/LT04_171023_19880819,LANDSAT/LM04/C02/T2/LM04_171023_19880819,ROI_3188
L4,LANDSAT/LT04/C02/T2/LT04_171023_19881123,LANDSAT/LM04/C02/T2/LM04_171023_19881123,ROI_3188
L4,LANDSAT/LT04/C02/T2/LT04_171023_19890721,LANDSAT/LM04/C02/T2/LM04_171023_19890721,ROI_3188
L4,LANDSAT/LT04/C02/T2/LT04_171024_19880819,LANDSAT/LM04/C02/T2/LM04_171024_19880819,ROI_3188
L4,LANDSAT/LT04/C02/T2/LT04_171024_19890721,LANDSAT/LM04/C02/T2/LM04_171024_19890721,ROI_3188
L4,LANDSAT/LT04/C02/T2/LT04_168026_19890105,LANDSAT/LM04/C02/T2/LM04_168026_19890105,ROI_3196
L4,LANDSAT/LT04/C02/T2/LT04_175024_19881018,LANDSAT/LM04/C02/T2/LM04_175024_19881018,ROI_3215
L4,LANDSAT/LT04/C02/T2/LT04_175024_19881103,LANDSAT/LM04/C02/T2/LM04_175024_19881103,ROI_3215
L4,LANDSAT/LT04/C02/T2/LT04_175024_19890919,LANDSAT/LM04/C02/T2/LM04_175024_19890919,ROI_3215
L4,LANDSAT/LT04/C02/T2/LT04_175022_19880628,LANDSAT/LM04/C02/T2/LM04_175022_19880628,ROI_3217
L4,LANDSAT/LT04/C02/T2/LT04_175022_19880831,LANDSAT/LM04/C02/T2/LM04_175022_19880831,ROI_3217
L4,LANDSAT/LT04/C02/T2/LT04_175022_19881103,LANDSAT/LM04/C02/T2/LM04_175022_19881103,ROI_3217
L4,LANDSAT/LT04/C02/T2/LT04_175022_19890717,LANDSAT/LM04/C02/T2/LM04_175022_19890717,ROI_3217
L4,LANDSAT/LT04/C02/T2/LT04_176022_19890521,LANDSAT/LM04/C02/T2/LM04_176022_19890521,ROI_3217
L4,LANDSAT/LT04/C02/T2/LT04_171027_19881123,LANDSAT/LM04/C02/T2/LM04_171027_19881123,ROI_3239
L4,LANDSAT/LT04/C02/T2/LT04_175018_19880612,LANDSAT/LM04/C02/T2/LM04_175018_19880612,ROI_3250
L4,LANDSAT/LT04/C02/T2/LT04_175018_19880815,LANDSAT/LM04/C02/T2/LM04_175018_19880815,ROI_3250
L4,LANDSAT/LT04/C02/T2/LT04_175018_19880831,LANDSAT/LM04/C02/T2/LM04_175018_19880831,ROI_3250
L4,LANDSAT/LT04/C02/T2/LT04_175018_19881018,LANDSAT/LM04/C02/T2/LM04_175018_19881018,ROI_3250
L4,LANDSAT/LT04/C02/T2/LT04_175018_19890919,LANDSAT/LM04/C02/T2/LM04_175018_19890919,ROI_3250
L4,LANDSAT/LT04/C02/T2/LT04_177018_19880914,LANDSAT/LM04/C02/T2/LM04_177018_19880914,ROI_3250
L4,LANDSAT/LT04/C02/T2/LT04_173017_19880614,LANDSAT/LM04/C02/T2/LM04_173017_19880614,ROI_3253
L4,LANDSAT/LT04/C02/T2/LT04_173017_19890820,LANDSAT/LM04/C02/T2/LM04_173017_19890820,ROI_3253
L4,LANDSAT/LT04/C02/T2/LT04_173017_19890905,LANDSAT/LM04/C02/T2/LM04_173017_19890905,ROI_3253
L4,LANDSAT/LT04/C02/T2/LT04_173017_19890921,LANDSAT/LM04/C02/T2/LM04_173017_19890921,ROI_3253
L4,LANDSAT/LT04/C02/T2/LT04_169019_19880517,LANDSAT/LM04/C02/T2/LM04_169019_19880517,ROI_3257
L4,LANDSAT/LT04/C02/T2/LT04_169019_19881109,LANDSAT/LM04/C02/T2/LM04_169019_19881109,ROI_3257
L4,LANDSAT/LT04/C02/T2/LT04_167021_19880908,LANDSAT/LM04/C02/T2/LM04_167021_19880908,ROI_3261
L4,LANDSAT/LT04/C02/T2/LT04_167020_19880908,LANDSAT/LM04/C02/T2/LM04_167020_19880908,ROI_3262
L4,LANDSAT/LT04/C02/T2/LT04_163023_19880710,LANDSAT/LM04/C02/T2/LM04_163023_19880710,ROI_3266
L4,LANDSAT/LT04/C02/T2/LT04_163023_19880912,LANDSAT/LM04/C02/T2/LM04_163023_19880912,ROI_3266
L4,LANDSAT/LT04/C02/T2/LT04_163023_19890915,LANDSAT/LM04/C02/T2/LM04_163023_19890915,ROI_3266
L4,LANDSAT/LT04/C02/T2/LT04_163023_19900513,LANDSAT/LM04/C02/T2/LM04_163023_19900513,ROI_3266
L4,LANDSAT/LT04/C02/T2/LT04_171014_19880819,LANDSAT/LM04/C02/T2/LM04_171014_19880819,ROI_3284
L4,LANDSAT/LT04/C02/T2/LT04_010024_19830203,LANDSAT/LM04/C02/T2/LM04_010024_19830203,ROI_3316
L4,LANDSAT/LT04/C02/T2/LT04_011024_19830210,LANDSAT/LM04/C02/T2/LM04_011024_19830210,ROI_3316
L4,LANDSAT/LT04/C02/T2/LT04_041026_19821210,LANDSAT/LM04/C02/T2/LM04_041026_19821210,ROI_3335
L4,LANDSAT/LT04/C02/T2/LT04_046022_19821127,LANDSAT/LM04/C02/T2/LM04_046022_19821127,ROI_3338
L4,LANDSAT/LT04/C02/T2/LT04_046022_19830130,LANDSAT/LM04/C02/T2/LM04_046022_19830130,ROI_3338
L4,LANDSAT/LT04/C02/T2/LT04_047022_19821118,LANDSAT/LM04/C02/T2/LM04_047022_19821118,ROI_3338
L4,LANDSAT/LT04/C02/T2/LT04_033020_19821116,LANDSAT/LM04/C02/T2/LM04_033020_19821116,ROI_3381
L4,LANDSAT/LT04/C02/T2/LT04_034020_19821209,LANDSAT/LM04/C02/T2/LM04_034020_19821209,ROI_3381
L4,LANDSAT/LT04/C02/T2/LT04_034020_19821225,LANDSAT/LM04/C02/T2/LM04_034020_19821225,ROI_3381
L4,LANDSAT/LT04/C02/T2/LT04_017020_19830204,LANDSAT/LM04/C02/T2/LM04_017020_19830204,ROI_3390
L4,LANDSAT/LT04/C02/T2/LT04_018020_19830126,LANDSAT/LM04/C02/T2/LM04_018020_19830126,ROI_3390
L4,LANDSAT/LT04/C02/T2/LT04_017019_19830119,LANDSAT/LM04/C02/T2/LM04_017019_19830119,ROI_3391
L4,LANDSAT/LT04/C02/T2/LT04_017019_19830204,LANDSAT/LM04/C02/T2/LM04_017019_19830204,ROI_3391
L4,LANDSAT/LT04/C02/T2/LT04_017020_19830204,LANDSAT/LM04/C02/T2/LM04_017020_19830204,ROI_3391
L4,LANDSAT/LT04/C02/T2/LT04_049019_19821116,LANDSAT/LM04/C02/T2/LM04_049019_19821116,ROI_3400
L4,LANDSAT/LT04/C02/T2/LT04_024040_19830205,LANDSAT/LM04/C02/T2/LM04_024040_19830205,ROI_3417
L4,LANDSAT/LT04/C02/T2/LT04_173016_19880614,LANDSAT/LM04/C02/T2/LM04_173016_19880614,ROI_3439
L4,LANDSAT/LT04/C02/T2/LT04_206098_19890320,LANDSAT/LM04/C02/T2/LM04_206098_19890320,ROI_3466
L4,LANDSAT/LT04/C02/T2/LT04_198056_19890224,LANDSAT/LM04/C02/T2/LM04_198056_19890224,ROI_3700
L4,LANDSAT/LT04/C02/T2/LT04_168061_19881118,LANDSAT/LM04/C02/T2/LM04_168061_19881118,ROI_3718
L4,LANDSAT/LT04/C02/T2/LT04_165056_19920226,LANDSAT/LM04/C02/T2/LM04_165056_19920226,ROI_3886
L4,LANDSAT/LT04/C02/T2/LT04_165056_19920313,LANDSAT/LM04/C02/T2/LM04_165056_19920313,ROI_3886
L4,LANDSAT/LT04/C02/T2/LT04_170036_19910109,LANDSAT/LM04/C02/T2/LM04_170036_19910109,ROI_4097
L4,LANDSAT/LT04/C02/T2/LT04_175033_19881103,LANDSAT/LM04/C02/T2/LM04_175033_19881103,ROI_4136
L4,LANDSAT/LT04/C02/T2/LT04_175033_19881103,LANDSAT/LM04/C02/T2/LM04_175033_19881103,ROI_4137
L4,LANDSAT/LT04/C02/T2/LT04_179024_19880608,LANDSAT/LM04/C02/T2/LM04_179024_19880608,ROI_4140
L4,LANDSAT/LT04/C02/T2/LT04_180024_19890704,LANDSAT/LM04/C02/T2/LM04_180024_19890704,ROI_4140
L4,LANDSAT/LT04/C02/T2/LT04_177023_19880829,LANDSAT/LM04/C02/T2/LM04_177023_19880829,ROI_4142
L4,LANDSAT/LT04/C02/T2/LT04_177023_19881117,LANDSAT/LM04/C02/T2/LM04_177023_19881117,ROI_4142
L4,LANDSAT/LT04/C02/T2/LT04_177023_19890221,LANDSAT/LM04/C02/T2/LM04_177023_19890221,ROI_4142
L4,LANDSAT/LT04/C02/T2/LT04_177023_19920707,LANDSAT/LM04/C02/T2/LM04_177023_19920707,ROI_4142
L4,LANDSAT/LT04/C02/T2/LT04_155008_19880531,LANDSAT/LM04/C02/T2/LM04_155008_19880531,ROI_4211
L4,LANDSAT/LT04/C02/T2/LT04_155008_19880702,LANDSAT/LM04/C02/T2/LM04_155008_19880702,ROI_4211
L4,LANDSAT/LT04/C02/T2/LT04_155009_19880702,LANDSAT/LM04/C02/T2/LM04_155009_19880702,ROI_4214
L4,LANDSAT/LT04/C02/T2/LT04_155023_19880531,LANDSAT/LM04/C02/T2/LM04_155023_19880531,ROI_4291
L4,LANDSAT/LT04/C02/T2/LT04_157022_19880411,LANDSAT/LM04/C02/T2/LM04_157022_19880411,ROI_4292
L4,LANDSAT/LT04/C02/T2/LT04_157022_19890516,LANDSAT/LM04/C02/T2/LM04_157022_19890516,ROI_4292
L4,LANDSAT/LT04/C02/T2/LT04_159025_19880409,LANDSAT/LM04/C02/T2/LM04_159025_19880409,ROI_4301
L4,LANDSAT/LT04/C02/T2/LT04_159025_19890514,LANDSAT/LM04/C02/T2/LM04_159025_19890514,ROI_4301
L4,LANDSAT/LT04/C02/T2/LT04_033022_19830119,LANDSAT/LM04/C02/T2/LM04_033022_19830119,ROI_4916
L4,LANDSAT/LT04/C02/T2/LT04_034022_19821209,LANDSAT/LM04/C02/T2/LM04_034022_19821209,ROI_4916
L4,LANDSAT/LT04/C02/T2/LT04_025038_19830127,LANDSAT/LM04/C02/T2/LM04_025038_19830127,ROI_4927
L4,LANDSAT/LT04/C02/T2/LT04_024039_19830205,LANDSAT/LM04/C02/T2/LM04_024039_19830205,ROI_4988
L4,LANDSAT/LT04/C02/T2/LT04_028041_19821215,LANDSAT/LM04/C02/T2/LM04_028041_19821215,ROI_4995
L4,LANDSAT/LT04/C02/T2/LT04_028041_19830116,LANDSAT/LM04/C02/T2/LM04_028041_19830116,ROI_4995
L4,LANDSAT/LT04/C02/T2/LT04_017028_19821202,LANDSAT/LM04/C02/T2/LM04_017028_19821202,ROI_5012
L4,LANDSAT/LT04/C02/T2/LT04_017028_19821218,LANDSAT/LM04/C02/T2/LM04_017028_19821218,ROI_5012
L4,LANDSAT/LT04/C02/T2/LT04_017028_19830204,LANDSAT/LM04/C02/T2/LM04_017028_19830204,ROI_5012
L4,LANDSAT/LT04/C02/T2/LT04_018028_19830110,LANDSAT/LM04/C02/T2/LM04_018028_19830110,ROI_5012
L4,LANDSAT/LT04/C02/T2/LT04_019025_19830101,LANDSAT/LM04/C02/T2/LM04_019025_19830101,ROI_5037
L4,LANDSAT/LT04/C02/T2/LT04_019025_19830202,LANDSAT/LM04/C02/T2/LM04_019025_19830202,ROI_5037
L4,LANDSAT/LT04/C02/T2/LT04_029030_19830107,LANDSAT/LM04/C02/T2/LM04_029030_19830107,ROI_5046
L4,LANDSAT/LT04/C02/T2/LT04_029030_19830208,LANDSAT/LM04/C02/T2/LM04_029030_19830208,ROI_5046
L4,LANDSAT/LT04/C02/T2/LT04_030030_19821229,LANDSAT/LM04/C02/T2/LM04_030030_19821229,ROI_5046
L4,LANDSAT/LT04/C02/T2/LT04_030030_19830130,LANDSAT/LM04/C02/T2/LM04_030030_19830130,ROI_5046
L4,LANDSAT/LT04/C02/T2/LT04_033025_19821218,LANDSAT/LM04/C02/T2/LM04_033025_19821218,ROI_5117
L4,LANDSAT/LT04/C02/T2/LT04_033025_19830119,LANDSAT/LM04/C02/T2/LM04_033025_19830119,ROI_5117
L4,LANDSAT/LT04/C02/T2/LT04_033025_19830204,LANDSAT/LM04/C02/T2/LM04_033025_19830204,ROI_5117
L4,LANDSAT/LT04/C02/T2/LT04_034025_19830110,LANDSAT/LM04/C02/T2/LM04_034025_19830110,ROI_5117
L4,LANDSAT/LT04/C02/T2/LT04_034025_19830126,LANDSAT/LM04/C02/T2/LM04_034025_19830126,ROI_5117
L4,LANDSAT/LT04/C02/T2/LT04_036026_19830124,LANDSAT/LM04/C02/T2/LM04_036026_19830124,ROI_5121
L4,LANDSAT/LT04/C02/T2/LT04_036026_19830209,LANDSAT/LM04/C02/T2/LM04_036026_19830209,ROI_5121
L4,LANDSAT/LT04/C02/T2/LT04_036026_19840315,LANDSAT/LM04/C02/T2/LM04_036026_19840315,ROI_5121
L4,LANDSAT/LT04/C02/T2/LT04_049024_19830103,LANDSAT/LM04/C02/T2/LM04_049024_19830103,ROI_5137
L4,LANDSAT/LT04/C02/T2/LT04_051023_19821216,LANDSAT/LM04/C02/T2/LM04_051023_19821216,ROI_5138
L4,LANDSAT/LT04/C02/T2/LT04_157011_19880411,LANDSAT/LM04/C02/T2/LM04_157011_19880411,ROI_5420
L4,LANDSAT/LT04/C02/T2/LT04_157011_19880614,LANDSAT/LM04/C02/T2/LM04_157011_19880614,ROI_5420
L4,LANDSAT/LT04/C02/T2/LT04_157011_19880902,LANDSAT/LM04/C02/T2/LM04_157011_19880902,ROI_5420
L4,LANDSAT/LT04/C02/T2/LT04_157011_19880918,LANDSAT/LM04/C02/T2/LM04_157011_19880918,ROI_5420
L4,LANDSAT/LT04/C02/T2/LT04_168077_19881118,LANDSAT/LM04/C02/T2/LM04_168077_19881118,ROI_5607
L4,LANDSAT/LT04/C02/T2/LT04_172052_19880927,LANDSAT/LM04/C02/T2/LM04_172052_19880927,ROI_5678
L4,LANDSAT/LT04/C02/T2/LT04_168055_19881017,LANDSAT/LM04/C02/T2/LM04_168055_19881017,ROI_5838
L4,LANDSAT/LT04/C02/T2/LT04_007059_19880518,LANDSAT/LM04/C02/T2/LM04_007059_19880518,ROI_6205
L4,LANDSAT/LT04/C02/T2/LT04_007059_19890521,LANDSAT/LM04/C02/T2/LM04_007059_19890521,ROI_6205
L4,LANDSAT/LT04/C02/T2/LT04_028033_19830201,LANDSAT/LM04/C02/T2/LM04_028033_19830201,ROI_6256
L4,LANDSAT/LT04/C02/T2/LT04_029033_19830107,LANDSAT/LM04/C02/T2/LM04_029033_19830107,ROI_6256
L4,LANDSAT/LT04/C02/T2/LT04_023025_19830129,LANDSAT/LM04/C02/T2/LM04_023025_19830129,ROI_6289
L4,LANDSAT/LT04/C02/T2/LT04_017031_19821202,LANDSAT/LM04/C02/T2/LM04_017031_19821202,ROI_6297
L4,LANDSAT/LT04/C02/T2/LT04_017031_19830204,LANDSAT/LM04/C02/T2/LM04_017031_19830204,ROI_6297
L4,LANDSAT/LT04/C02/T2/LT04_018031_19830110,LANDSAT/LM04/C02/T2/LM04_018031_19830110,ROI_6297
L4,LANDSAT/LT04/C02/T2/LT04_018031_19830126,LANDSAT/LM04/C02/T2/LM04_018031_19830126,ROI_6297
L4,LANDSAT/LT04/C02/T2/LT04_017033_19821202,LANDSAT/LM04/C02/T2/LM04_017033_19821202,ROI_6302
L4,LANDSAT/LT04/C02/T2/LT04_018033_19830126,LANDSAT/LM04/C02/T2/LM04_018033_19830126,ROI_6302
L4,LANDSAT/LT04/C02/T2/LT04_015040_19830206,LANDSAT/LM04/C02/T2/LM04_015040_19830206,ROI_6321
L4,LANDSAT/LT04/C02/T2/LT04_016040_19830128,LANDSAT/LM04/C02/T2/LM04_016040_19830128,ROI_6321
L4,LANDSAT/LT04/C02/T2/LT04_020037_19830209,LANDSAT/LM04/C02/T2/LM04_020037_19830209,ROI_6328
L4,LANDSAT/LT04/C02/T2/LT04_027035_19830109,LANDSAT/LM04/C02/T2/LM04_027035_19830109,ROI_6334
L4,LANDSAT/LT04/C02/T2/LT04_027035_19830125,LANDSAT/LM04/C02/T2/LM04_027035_19830125,ROI_6334
L4,LANDSAT/LT04/C02/T2/LT04_027035_19830210,LANDSAT/LM04/C02/T2/LM04_027035_19830210,ROI_6334
L4,LANDSAT/LT04/C02/T2/LT04_021038_19821112,LANDSAT/LM04/C02/T2/LM04_021038_19821112,ROI_6428
L4,LANDSAT/LT04/C02/T2/LT04_021038_19821128,LANDSAT/LM04/C02/T2/LM04_021038_19821128,ROI_6428
L4,LANDSAT/LT04/C02/T2/LT04_021038_19830131,LANDSAT/LM04/C02/T2/LM04_021038_19830131,ROI_6428
L4,LANDSAT/LT04/C02/T2/LT04_012044_19920313,LANDSAT/LM04/C02/T2/LM04_012044_19920313,ROI_6440
L4,LANDSAT/LT04/C02/T2/LT04_033030_19830103,LANDSAT/LM04/C02/T2/LM04_033030_19830103,ROI_6485
L4,LANDSAT/LT04/C02/T2/LT04_033029_19830103,LANDSAT/LM04/C02/T2/LM04_033029_19830103,ROI_6491
L4,LANDSAT/LT04/C02/T2/LT04_033029_19890714,LANDSAT/LM04/C02/T2/LM04_033029_19890714,ROI_6491
L4,LANDSAT/LT04/C02/T2/LT04_034028_19830110,LANDSAT/LM04/C02/T2/LM04_034028_19830110,ROI_6491
L4,LANDSAT/LT04/C02/T2/LT04_034028_19830126,LANDSAT/LM04/C02/T2/LM04_034028_19830126,ROI_6491
L4,LANDSAT/LT04/C02/T2/LT04_047020_19821204,LANDSAT/LM04/C02/T2/LM04_047020_19821204,ROI_6516
L4,LANDSAT/LT04/C02/T2/LT04_051018_19830202,LANDSAT/LM04/C02/T2/LM04_051018_19830202,ROI_6523
L4,LANDSAT/LT04/C02/T2/LT04_050020_19821225,LANDSAT/LM04/C02/T2/LM04_050020_19821225,ROI_6532
L4,LANDSAT/LT04/C02/T2/LT04_053020_19821214,LANDSAT/LM04/C02/T2/LM04_053020_19821214,ROI_6543
L4,LANDSAT/LT04/C02/T2/LT04_053021_19821128,LANDSAT/LM04/C02/T2/LM04_053021_19821128,ROI_6543
L4,LANDSAT/LT04/C02/T2/LT04_053021_19821214,LANDSAT/LM04/C02/T2/LM04_053021_19821214,ROI_6543
L4,LANDSAT/LT04/C02/T2/LT04_053021_19821230,LANDSAT/LM04/C02/T2/LM04_053021_19821230,ROI_6543
L4,LANDSAT/LT04/C02/T2/LT04_056018_19830205,LANDSAT/LM04/C02/T2/LM04_056018_19830205,ROI_6552
L4,LANDSAT/LT04/C02/T2/LT04_015033_19830206,LANDSAT/LM04/C02/T2/LM04_015033_19830206,ROI_6557
L4,LANDSAT/LT04/C02/T2/LT04_015034_19830206,LANDSAT/LM04/C02/T2/LM04_015034_19830206,ROI_6557
L4,LANDSAT/LT04/C02/T2/LT04_051023_19821216,LANDSAT/LM04/C02/T2/LM04_051023_19821216,ROI_6633
L4,LANDSAT/LT04/C02/T2/LT04_047026_19830105,LANDSAT/LM04/C02/T2/LM04_047026_19830105,ROI_6637
L4,LANDSAT/LT04/C02/T2/LT04_047027_19821118,LANDSAT/LM04/C02/T2/LM04_047027_19821118,ROI_6637
L4,LANDSAT/LT04/C02/T2/LT04_047027_19821220,LANDSAT/LM04/C02/T2/LM04_047027_19821220,ROI_6637
L4,LANDSAT/LT04/C02/T2/LT04_047027_19830105,LANDSAT/LM04/C02/T2/LM04_047027_19830105,ROI_6637
L4,LANDSAT/LT04/C02/T2/LT04_047027_19830206,LANDSAT/LM04/C02/T2/LM04_047027_19830206,ROI_6637
