mission,mss_id,tm_id,roi_id
L4,LANDSAT/LT04/C02/T2/LT04_173024_19881121,LANDSAT/LM04/C02/T2/LM04_173024_19881121,ROI_3230
L4,LANDSAT/LT04/C02/T2/LT04_173024_19920625,LANDSAT/LM04/C02/T2/LM04_173024_19920625,ROI_3230
L4,LANDSAT/LT04/C02/T2/LT04_174023_19890523,LANDSAT/LM04/C02/T2/LM04_174023_19890523,ROI_3230
L4,LANDSAT/LT04/C02/T2/LT04_175023_19881018,LANDSAT/LM04/C02/T2/LM04_175023_19881018,ROI_3231
L4,LANDSAT/LT04/C02/T2/LT04_175023_19881103,LANDSAT/LM04/C02/T2/LM04_175023_19881103,ROI_3231
L4,LANDSAT/LT04/C02/T2/LT04_175024_19881018,LANDSAT/LM04/C02/T2/LM04_175024_19881018,ROI_3231
L4,LANDSAT/LT04/C02/T2/LT04_175024_19881103,LANDSAT/LM04/C02/T2/LM04_175024_19881103,ROI_3231
L4,LANDSAT/LT04/C02/T2/LT04_175024_19890919,LANDSAT/LM04/C02/T2/LM04_175024_19890919,ROI_3231
L4,LANDSAT/LT04/C02/T2/LT04_173025_19881020,LANDSAT/LM04/C02/T2/LM04_173025_19881020,ROI_3232
L4,LANDSAT/LT04/C02/T2/LT04_173025_19881121,LANDSAT/LM04/C02/T2/LM04_173025_19881121,ROI_3232
L4,LANDSAT/LT04/C02/T2/LT04_175026_19880714,LANDSAT/LM04/C02/T2/LM04_175026_19880714,ROI_3233
L4,LANDSAT/LT04/C02/T2/LT04_175026_19890903,LANDSAT/LM04/C02/T2/LM04_175026_19890903,ROI_3233
L4,LANDSAT/LT04/C02/T2/LT04_178025_19890620,LANDSAT/LM04/C02/T2/LM04_178025_19890620,ROI_3234
L4,LANDSAT/LT04/C02/T2/LT04_175027_19890530,LANDSAT/LM04/C02/T2/LM04_175027_19890530,ROI_3236
L4,LANDSAT/LT04/C02/T2/LT04_173027_19881020,LANDSAT/LM04/C02/T2/LM04_173027_19881020,ROI_3237
L4,LANDSAT/LT04/C02/T2/LT04_173028_19880614,LANDSAT/LM04/C02/T2/LM04_173028_19880614,ROI_3238
L4,LANDSAT/LT04/C02/T2/LT04_173028_19881020,LANDSAT/LM04/C02/T2/LM04_173028_19881020,ROI_3238
L4,LANDSAT/LT04/C02/T2/LT04_174028_19890624,LANDSAT/LM04/C02/T2/LM04_174028_19890624,ROI_3238
L4,LANDSAT/LT04/C02/T2/LT04_171026_19881123,LANDSAT/LM04/C02/T2/LM04_171026_19881123,ROI_3240
L4,LANDSAT/LT04/C02/T2/LT04_171026_19890721,LANDSAT/LM04/C02/T2/LM04_171026_19890721,ROI_3240
L4,LANDSAT/LT04/C02/T2/LT04_171024_19880819,LANDSAT/LM04/C02/T2/LM04_171024_19880819,ROI_3242
L4,LANDSAT/LT04/C02/T2/LT04_171024_19890721,LANDSAT/LM04/C02/T2/LM04_171024_19890721,ROI_3242
L4,LANDSAT/LT04/C02/T2/LT04_173020_19890719,LANDSAT/LM04/C02/T2/LM04_173020_19890719,ROI_3246
L4,LANDSAT/LT04/C02/T2/LT04_173020_19890905,LANDSAT/LM04/C02/T2/LM04_173020_19890905,ROI_3246
L4,LANDSAT/LT04/C02/T2/LT04_177019_19881117,LANDSAT/LM04/C02/T2/LM04_177019_19881117,ROI_3249
L4,LANDSAT/LT04/C02/T2/LT04_177019_19890613,LANDSAT/LM04/C02/T2/LM04_177019_19890613,ROI_3249
L4,LANDSAT/LT04/C02/T2/LT04_175016_19880612,LANDSAT/LM04/C02/T2/LM04_175016_19880612,ROI_3252
L4,LANDSAT/LT04/C02/T2/LT04_175016_19880831,LANDSAT/LM04/C02/T2/LM04_175016_19880831,ROI_3252
L4,LANDSAT/LT04/C02/T2/LT04_175017_19880612,LANDSAT/LM04/C02/T2/LM04_175017_19880612,ROI_3252
L4,LANDSAT/LT04/C02/T2/LT04_175017_19880815,LANDSAT/LM04/C02/T2/LM04_175017_19880815,ROI_3252
L4,LANDSAT/LT04/C02/T2/LT04_175017_19880831,LANDSAT/LM04/C02/T2/LM04_175017_19880831,ROI_3252
L4,LANDSAT/LT04/C02/T2/LT04_175017_19890903,LANDSAT/LM04/C02/T2/LM04_175017_19890903,ROI_3252
L4,LANDSAT/LT04/C02/T2/LT04_171018_19880819,LANDSAT/LM04/C02/T2/LM04_171018_19880819,ROI_3255
L4,LANDSAT/LT04/C02/T2/LT04_171018_19890806,LANDSAT/LM04/C02/T2/LM04_171018_19890806,ROI_3255
L4,LANDSAT/LT04/C02/T2/LT04_171018_19920627,LANDSAT/LM04/C02/T2/LM04_171018_19920627,ROI_3255
L4,LANDSAT/LT04/C02/T2/LT04_168018_19880814,LANDSAT/LM04/C02/T2/LM04_168018_19880814,ROI_3256
L4,LANDSAT/LT04/C02/T2/LT04_169018_19880618,LANDSAT/LM04/C02/T2/LM04_169018_19880618,ROI_3256
L4,LANDSAT/LT04/C02/T2/LT04_167020_19880908,LANDSAT/LM04/C02/T2/LM04_167020_19880908,ROI_3258
L4,LANDSAT/LT04/C02/T2/LT04_167021_19880908,LANDSAT/LM04/C02/T2/LM04_167021_19880908,ROI_3258
L4,LANDSAT/LT04/C02/T2/LT04_169020_19880517,LANDSAT/LM04/C02/T2/LM04_169020_19880517,ROI_3259
L4,LANDSAT/LT04/C02/T2/LT04_169021_19880805,LANDSAT/LM04/C02/T2/LM04_169021_19880805,ROI_3259
L4,LANDSAT/LT04/C02/T2/LT04_169021_19881109,LANDSAT/LM04/C02/T2/LM04_169021_19881109,ROI_3259
L4,LANDSAT/LT04/C02/T2/LT04_164021_19890226,LANDSAT/LM04/C02/T2/LM04_164021_19890226,ROI_3263
L4,LANDSAT/LT04/C02/T2/LT04_164021_19890805,LANDSAT/LM04/C02/T2/LM04_164021_19890805,ROI_3263
L4,LANDSAT/LT04/C02/T2/LT04_164021_19891109,LANDSAT/LM04/C02/T2/LM04_164021_19891109,ROI_3263
L4,LANDSAT/LT04/C02/T2/LT04_164021_19891125,LANDSAT/LM04/C02/T2/LM04_164021_19891125,ROI_3263
L4,LANDSAT/LT04/C02/T2/LT04_164021_19891211,LANDSAT/LM04/C02/T2/LM04_164021_19891211,ROI_3263
L4,LANDSAT/LT04/C02/T2/LT04_164021_19891227,LANDSAT/LM04/C02/T2/LM04_164021_19891227,ROI_3263
L4,LANDSAT/LT04/C02/T2/LT04_164021_19900112,LANDSAT/LM04/C02/T2/LM04_164021_19900112,ROI_3263
L4,LANDSAT/LT04/C02/T2/LT04_164021_19900128,LANDSAT/LM04/C02/T2/LM04_164021_19900128,ROI_3263
L4,LANDSAT/LT04/C02/T2/LT04_164021_19900520,LANDSAT/LM04/C02/T2/LM04_164021_19900520,ROI_3263
L4,LANDSAT/LT04/C02/T2/LT04_165021_19880910,LANDSAT/LM04/C02/T2/LM04_165021_19880910,ROI_3263
L4,LANDSAT/LT04/C02/T2/LT04_165021_19890812,LANDSAT/LM04/C02/T2/LM04_165021_19890812,ROI_3263
L4,LANDSAT/LT04/C02/T2/LT04_163022_19880710,LANDSAT/LM04/C02/T2/LM04_163022_19880710,ROI_3264
L4,LANDSAT/LT04/C02/T2/LT04_163022_19890510,LANDSAT/LM04/C02/T2/LM04_163022_19890510,ROI_3264
L4,LANDSAT/LT04/C02/T2/LT04_163022_19890915,LANDSAT/LM04/C02/T2/LM04_163022_19890915,ROI_3264
L4,LANDSAT/LT04/C02/T2/LT04_163022_19900513,LANDSAT/LM04/C02/T2/LM04_163022_19900513,ROI_3264
L4,LANDSAT/LT04/C02/T2/LT04_165022_19880910,LANDSAT/LM04/C02/T2/LM04_165022_19880910,ROI_3265
L4,LANDSAT/LT04/C02/T2/LT04_163023_19880710,LANDSAT/LM04/C02/T2/LM04_163023_19880710,ROI_3267
L4,LANDSAT/LT04/C02/T2/LT04_163023_19880912,LANDSAT/LM04/C02/T2/LM04_163023_19880912,ROI_3267
L4,LANDSAT/LT04/C02/T2/LT04_163023_19890915,LANDSAT/LM04/C02/T2/LM04_163023_19890915,ROI_3267
L4,LANDSAT/LT04/C02/T2/LT04_163023_19900513,LANDSAT/LM04/C02/T2/LM04_163023_19900513,ROI_3267
L4,LANDSAT/LT04/C02/T2/LT04_163024_19890510,LANDSAT/LM04/C02/T2/LM04_163024_19890510,ROI_3268
L4,LANDSAT/LT04/C02/T2/LT04_163024_19890526,LANDSAT/LM04/C02/T2/LM04_163024_19890526,ROI_3268
L4,LANDSAT/LT04/C02/T2/LT04_163024_19890915,LANDSAT/LM04/C02/T2/LM04_163024_19890915,ROI_3268
L4,LANDSAT/LT04/C02/T2/LT04_164024_19890517,LANDSAT/LM04/C02/T2/LM04_164024_19890517,ROI_3268
L4,LANDSAT/LT04/C02/T2/LT04_165023_19880910,LANDSAT/LM04/C02/T2/LM04_165023_19880910,ROI_3269
L4,LANDSAT/LT04/C02/T2/LT04_167023_19880908,LANDSAT/LM04/C02/T2/LM04_167023_19880908,ROI_3270
L4,LANDSAT/LT04/C02/T2/LT04_179020_19880710,LANDSAT/LM04/C02/T2/LM04_179020_19880710,ROI_3274
L4,LANDSAT/LT04/C02/T2/LT04_179020_19880912,LANDSAT/LM04/C02/T2/LM04_179020_19880912,ROI_3274
L4,LANDSAT/LT04/C02/T2/LT04_183018_19880706,LANDSAT/LM04/C02/T2/LM04_183018_19880706,ROI_3275
L4,LANDSAT/LT04/C02/T2/LT04_183018_19880823,LANDSAT/LM04/C02/T2/LM04_183018_19880823,ROI_3275
L4,LANDSAT/LT04/C02/T2/LT04_183018_19881127,LANDSAT/LM04/C02/T2/LM04_183018_19881127,ROI_3275
L4,LANDSAT/LT04/C02/T2/LT04_183017_19880706,LANDSAT/LM04/C02/T2/LM04_183017_19880706,ROI_3276
L4,LANDSAT/LT04/C02/T2/LT04_183018_19880706,LANDSAT/LM04/C02/T2/LM04_183018_19880706,ROI_3276
L4,LANDSAT/LT04/C02/T2/LT04_183018_19880823,LANDSAT/LM04/C02/T2/LM04_183018_19880823,ROI_3276
L4,LANDSAT/LT04/C02/T2/LT04_183018_19881127,LANDSAT/LM04/C02/T2/LM04_183018_19881127,ROI_3276
L4,LANDSAT/LT04/C02/T2/LT04_183016_19880519,LANDSAT/LM04/C02/T2/LM04_183016_19880519,ROI_3277
L4,LANDSAT/LT04/C02/T2/LT04_183016_19880706,LANDSAT/LM04/C02/T2/LM04_183016_19880706,ROI_3277
L4,LANDSAT/LT04/C02/T2/LT04_183017_19880706,LANDSAT/LM04/C02/T2/LM04_183017_19880706,ROI_3277
L4,LANDSAT/LT04/C02/T2/LT04_185016_19880602,LANDSAT/LM04/C02/T2/LM04_185016_19880602,ROI_3277
L4,LANDSAT/LT04/C02/T2/LT04_185016_19880618,LANDSAT/LM04/C02/T2/LM04_185016_19880618,ROI_3277
L4,LANDSAT/LT04/C02/T2/LT04_185016_19880805,LANDSAT/LM04/C02/T2/LM04_185016_19880805,ROI_3277
L4,LANDSAT/LT04/C02/T2/LT04_185016_19880602,LANDSAT/LM04/C02/T2/LM04_185016_19880602,ROI_3278
L4,LANDSAT/LT04/C02/T2/LT04_185016_19880618,LANDSAT/LM04/C02/T2/LM04_185016_19880618,ROI_3278
L4,LANDSAT/LT04/C02/T2/LT04_185016_19880805,LANDSAT/LM04/C02/T2/LM04_185016_19880805,ROI_3278
L4,LANDSAT/LT04/C02/T2/LT04_185016_19891011,LANDSAT/LM04/C02/T2/LM04_185016_19891011,ROI_3278
L4,LANDSAT/LT04/C02/T2/LT04_185016_19891112,LANDSAT/LM04/C02/T2/LM04_185016_19891112,ROI_3278
L4,LANDSAT/LT04/C02/T2/LT04_169013_19880517,LANDSAT/LM04/C02/T2/LM04_169013_19880517,ROI_3285
L4,LANDSAT/LT04/C02/T2/LT04_171013_19880819,LANDSAT/LM04/C02/T2/LM04_171013_19880819,ROI_3285
L4,LANDSAT/LT04/C02/T2/LT04_183013_19880706,LANDSAT/LM04/C02/T2/LM04_183013_19880706,ROI_3287
L4,LANDSAT/LT04/C02/T2/LT04_185013_19880602,LANDSAT/LM04/C02/T2/LM04_185013_19880602,ROI_3287
L4,LANDSAT/LT04/C02/T2/LT04_053020_19821214,LANDSAT/LM04/C02/T2/LM04_053020_19821214,ROI_3299
L4,LANDSAT/LT04/C02/T2/LT04_044021_19821215,LANDSAT/LM04/C02/T2/LM04_044021_19821215,ROI_3301
L4,LANDSAT/LT04/C02/T2/LT04_044021_19821231,LANDSAT/LM04/C02/T2/LM04_044021_19821231,ROI_3301
L4,LANDSAT/LT04/C02/T2/LT04_037024_19821230,LANDSAT/LM04/C02/T2/LM04_037024_19821230,ROI_3303
L4,LANDSAT/LT04/C02/T2/LT04_038024_19821205,LANDSAT/LM04/C02/T2/LM04_038024_19821205,ROI_3303
L4,LANDSAT/LT04/C02/T2/LT04_034023_19821209,LANDSAT/LM04/C02/T2/LM04_034023_19821209,ROI_3304
L4,LANDSAT/LT04/C02/T2/LT04_035022_19830101,LANDSAT/LM04/C02/T2/LM04_035022_19830101,ROI_3304
L4,LANDSAT/LT04/C02/T2/LT04_032022_19821211,LANDSAT/LM04/C02/T2/LM04_032022_19821211,ROI_3305
L4,LANDSAT/LT04/C02/T2/LT04_032022_19830128,LANDSAT/LM04/C02/T2/LM04_032022_19830128,ROI_3305
L4,LANDSAT/LT04/C02/T2/LT04_032023_19821211,LANDSAT/LM04/C02/T2/LM04_032023_19821211,ROI_3305
L4,LANDSAT/LT04/C02/T2/LT04_032023_19830128,LANDSAT/LM04/C02/T2/LM04_032023_19830128,ROI_3305
L4,LANDSAT/LT04/C02/T2/LT04_026022_19830203,LANDSAT/LM04/C02/T2/LM04_026022_19830203,ROI_3307
L4,LANDSAT/LT04/C02/T2/LT04_023021_19830129,LANDSAT/LM04/C02/T2/LM04_023021_19830129,ROI_3308
L4,LANDSAT/LT04/C02/T2/LT04_024021_19830205,LANDSAT/LM04/C02/T2/LM04_024021_19830205,ROI_3308
L4,LANDSAT/LT04/C02/T2/LT04_020020_19830209,LANDSAT/LM04/C02/T2/LM04_020020_19830209,ROI_3310
L4,LANDSAT/LT04/C02/T2/LT04_021019_19821112,LANDSAT/LM04/C02/T2/LM04_021019_19821112,ROI_3310
L4,LANDSAT/LT04/C02/T2/LT04_021019_19821128,LANDSAT/LM04/C02/T2/LM04_021019_19821128,ROI_3310
L4,LANDSAT/LT04/C02/T2/LT04_021019_19830131,LANDSAT/LM04/C02/T2/LM04_021019_19830131,ROI_3310
L4,LANDSAT/LT04/C02/T2/LT04_017020_19830204,LANDSAT/LM04/C02/T2/LM04_017020_19830204,ROI_3311
L4,LANDSAT/LT04/C02/T2/LT04_015021_19830105,LANDSAT/LM04/C02/T2/LM04_015021_19830105,ROI_3312
L4,LANDSAT/LT04/C02/T2/LT04_015021_19830121,LANDSAT/LM04/C02/T2/LM04_015021_19830121,ROI_3312
L4,LANDSAT/LT04/C02/T2/LT04_014019_19830130,LANDSAT/LM04/C02/T2/LM04_014019_19830130,ROI_3313
L4,LANDSAT/LT04/C02/T2/LT04_015019_19830121,LANDSAT/LM04/C02/T2/LM04_015019_19830121,ROI_3313
L4,LANDSAT/LT04/C02/T2/LT04_010020_19830203,LANDSAT/LM04/C02/T2/LM04_010020_19830203,ROI_3314
L4,LANDSAT/LT04/C02/T2/LT04_011020_19830210,LANDSAT/LM04/C02/T2/LM04_011020_19830210,ROI_3314
L4,LANDSAT/LT04/C02/T2/LT04_010025_19830203,LANDSAT/LM04/C02/T2/LM04_010025_19830203,ROI_3317
L4,LANDSAT/LT04/C02/T2/LT04_011024_19830210,LANDSAT/LM04/C02/T2/LM04_011024_19830210,ROI_3317
L4,LANDSAT/LT04/C02/T2/LT04_020018_19830209,LANDSAT/LM04/C02/T2/LM04_020018_19830209,ROI_3320
L4,LANDSAT/LT04/C02/T2/LT04_021018_19830131,LANDSAT/LM04/C02/T2/LM04_021018_19830131,ROI_3320
L4,LANDSAT/LT04/C02/T2/LT04_040023_19821203,LANDSAT/LM04/C02/T2/LM04_040023_19821203,ROI_3333
L4,LANDSAT/LT04/C02/T2/LT04_040023_19830120,LANDSAT/LM04/C02/T2/LM04_040023_19830120,ROI_3333
L4,LANDSAT/LT04/C02/T2/LT04_041023_19821124,LANDSAT/LM04/C02/T2/LM04_041023_19821124,ROI_3333
L4,LANDSAT/LT04/C02/T2/LT04_041023_19821210,LANDSAT/LM04/C02/T2/LM04_041023_19821210,ROI_3333
L4,LANDSAT/LT04/C02/T2/LT04_037026_19830131,LANDSAT/LM04/C02/T2/LM04_037026_19830131,ROI_3336
L4,LANDSAT/LT04/C02/T2/LT04_037026_19890710,LANDSAT/LM04/C02/T2/LM04_037026_19890710,ROI_3336
L4,LANDSAT/LT04/C02/T2/LT04_038026_19830106,LANDSAT/LM04/C02/T2/LM04_038026_19830106,ROI_3336
L4,LANDSAT/LT04/C02/T2/LT04_047021_19821220,LANDSAT/LM04/C02/T2/LM04_047021_19821220,ROI_3340
L4,LANDSAT/LT04/C02/T2/LT04_048021_19821227,LANDSAT/LM04/C02/T2/LM04_048021_19821227,ROI_3340
L4,LANDSAT/LT04/C02/T2/LT04_049018_19821116,LANDSAT/LM04/C02/T2/LM04_049018_19821116,ROI_3345
L4,LANDSAT/LT04/C02/T2/LT04_049018_19830204,LANDSAT/LM04/C02/T2/LM04_049018_19830204,ROI_3345
L4,LANDSAT/LT04/C02/T2/LT04_041020_19821124,LANDSAT/LM04/C02/T2/LM04_041020_19821124,ROI_3348
L4,LANDSAT/LT04/C02/T2/LT04_041020_19830127,LANDSAT/LM04/C02/T2/LM04_041020_19830127,ROI_3348
L4,LANDSAT/LT04/C02/T2/LT04_042020_19821201,LANDSAT/LM04/C02/T2/LM04_042020_19821201,ROI_3348
L4,LANDSAT/LT04/C02/T2/LT04_038020_19821205,LANDSAT/LM04/C02/T2/LM04_038020_19821205,ROI_3349
L4,LANDSAT/LT04/C02/T2/LT04_039020_19830129,LANDSAT/LM04/C02/T2/LM04_039020_19830129,ROI_3349
L4,LANDSAT/LT04/C02/T2/LT04_034021_19821209,LANDSAT/LM04/C02/T2/LM04_034021_19821209,ROI_3351
L4,LANDSAT/LT04/C02/T2/LT04_048023_19821211,LANDSAT/LM04/C02/T2/LM04_048023_19821211,ROI_3353
L4,LANDSAT/LT04/C02/T2/LT04_056018_19830205,LANDSAT/LM04/C02/T2/LM04_056018_19830205,ROI_3356
L4,LANDSAT/LT04/C02/T2/LT04_019022_19830101,LANDSAT/LM04/C02/T2/LM04_019022_19830101,ROI_3358
L4,LANDSAT/LT04/C02/T2/LT04_020022_19821207,LANDSAT/LM04/C02/T2/LM04_020022_19821207,ROI_3358
L4,LANDSAT/LT04/C02/T2/LT04_020022_19830108,LANDSAT/LM04/C02/T2/LM04_020022_19830108,ROI_3358
L4,LANDSAT/LT04/C02/T2/LT04_020022_19830209,LANDSAT/LM04/C02/T2/LM04_020022_19830209,ROI_3358
L4,LANDSAT/LT04/C02/T2/LT04_020022_19840315,LANDSAT/LM04/C02/T2/LM04_020022_19840315,ROI_3358
L4,LANDSAT/LT04/C02/T2/LT04_016023_19821227,LANDSAT/LM04/C02/T2/LM04_016023_19821227,ROI_3359
L4,LANDSAT/LT04/C02/T2/LT04_017023_19821116,LANDSAT/LM04/C02/T2/LM04_017023_19821116,ROI_3359
L4,LANDSAT/LT04/C02/T2/LT04_017023_19821202,LANDSAT/LM04/C02/T2/LM04_017023_19821202,ROI_3359
L4,LANDSAT/LT04/C02/T2/LT04_017023_19821218,LANDSAT/LM04/C02/T2/LM04_017023_19821218,ROI_3359
L4,LANDSAT/LT04/C02/T2/LT04_017023_19830119,LANDSAT/LM04/C02/T2/LM04_017023_19830119,ROI_3359
L4,LANDSAT/LT04/C02/T2/LT04_017023_19830204,LANDSAT/LM04/C02/T2/LM04_017023_19830204,ROI_3359
L4,LANDSAT/LT04/C02/T2/LT04_015025_19830105,LANDSAT/LM04/C02/T2/LM04_015025_19830105,ROI_3361
L4,LANDSAT/LT04/C02/T2/LT04_015025_19830121,LANDSAT/LM04/C02/T2/LM04_015025_19830121,ROI_3361
L4,LANDSAT/LT04/C02/T2/LT04_016024_19821125,LANDSAT/LM04/C02/T2/LM04_016024_19821125,ROI_3361
L4,LANDSAT/LT04/C02/T2/LT04_016025_19821125,LANDSAT/LM04/C02/T2/LM04_016025_19821125,ROI_3361
L4,LANDSAT/LT04/C02/T2/LT04_016025_19821211,LANDSAT/LM04/C02/T2/LM04_016025_19821211,ROI_3361
L4,LANDSAT/LT04/C02/T2/LT04_016025_19830128,LANDSAT/LM04/C02/T2/LM04_016025_19830128,ROI_3361
L4,LANDSAT/LT04/C02/T2/LT04_011022_19830210,LANDSAT/LM04/C02/T2/LM04_011022_19830210,ROI_3363
L4,LANDSAT/LT04/C02/T2/LT04_012021_19830116,LANDSAT/LM04/C02/T2/LM04_012021_19830116,ROI_3363
L4,LANDSAT/LT04/C02/T2/LT04_012021_19830201,LANDSAT/LM04/C02/T2/LM04_012021_19830201,ROI_3363
L4,LANDSAT/LT04/C02/T2/LT04_006028_19820916,LANDSAT/LM04/C02/T2/LM04_006028_19820916,ROI_3368
L4,LANDSAT/LT04/C02/T2/LT04_013030_19830107,LANDSAT/LM04/C02/T2/LM04_013030_19830107,ROI_3372
L4,LANDSAT/LT04/C02/T2/LT04_014030_19830130,LANDSAT/LM04/C02/T2/LM04_014030_19830130,ROI_3372
L4,LANDSAT/LT04/C02/T2/LT04_013029_19830107,LANDSAT/LM04/C02/T2/LM04_013029_19830107,ROI_3373
L4,LANDSAT/LT04/C02/T2/LT04_013029_19830123,LANDSAT/LM04/C02/T2/LM04_013029_19830123,ROI_3373
L4,LANDSAT/LT04/C02/T2/LT04_013029_19830208,LANDSAT/LM04/C02/T2/LM04_013029_19830208,ROI_3373
L4,LANDSAT/LT04/C02/T2/LT04_014029_19821229,LANDSAT/LM04/C02/T2/LM04_014029_19821229,ROI_3373
L4,LANDSAT/LT04/C02/T2/LT04_014029_19830130,LANDSAT/LM04/C02/T2/LM04_014029_19830130,ROI_3373
L4,LANDSAT/LT04/C02/T2/LT04_016029_19821125,LANDSAT/LM04/C02/T2/LM04_016029_19821125,ROI_3374
L4,LANDSAT/LT04/C02/T2/LT04_017029_19821202,LANDSAT/LM04/C02/T2/LM04_017029_19821202,ROI_3374
L4,LANDSAT/LT04/C02/T2/LT04_017029_19830204,LANDSAT/LM04/C02/T2/LM04_017029_19830204,ROI_3374
L4,LANDSAT/LT04/C02/T2/LT04_017034_19821202,LANDSAT/LM04/C02/T2/LM04_017034_19821202,ROI_3376
L4,LANDSAT/LT04/C02/T2/LT04_029029_19821222,LANDSAT/LM04/C02/T2/LM04_029029_19821222,ROI_3377
L4,LANDSAT/LT04/C02/T2/LT04_029029_19830107,LANDSAT/LM04/C02/T2/LM04_029029_19830107,ROI_3377
L4,LANDSAT/LT04/C02/T2/LT04_029029_19830123,LANDSAT/LM04/C02/T2/LM04_029029_19830123,ROI_3377
L4,LANDSAT/LT04/C02/T2/LT04_029029_19830208,LANDSAT/LM04/C02/T2/LM04_029029_19830208,ROI_3377
L4,LANDSAT/LT04/C02/T2/LT04_032025_19821211,LANDSAT/LM04/C02/T2/LM04_032025_19821211,ROI_3378
L4,LANDSAT/LT04/C02/T2/LT04_032025_19830128,LANDSAT/LM04/C02/T2/LM04_032025_19830128,ROI_3378
L4,LANDSAT/LT04/C02/T2/LT04_033024_19821218,LANDSAT/LM04/C02/T2/LM04_033024_19821218,ROI_3378
L4,LANDSAT/LT04/C02/T2/LT04_033024_19830119,LANDSAT/LM04/C02/T2/LM04_033024_19830119,ROI_3378
L4,LANDSAT/LT04/C02/T2/LT04_033025_19821218,LANDSAT/LM04/C02/T2/LM04_033025_19821218,ROI_3378
L4,LANDSAT/LT04/C02/T2/LT04_033025_19830119,LANDSAT/LM04/C02/T2/LM04_033025_19830119,ROI_3378
L4,LANDSAT/LT04/C02/T2/LT04_033025_19830204,LANDSAT/LM04/C02/T2/LM04_033025_19830204,ROI_3378
L4,LANDSAT/LT04/C02/T2/LT04_036022_19840315,LANDSAT/LM04/C02/T2/LM04_036022_19840315,ROI_3379
L4,LANDSAT/LT04/C02/T2/LT04_037022_19821128,LANDSAT/LM04/C02/T2/LM04_037022_19821128,ROI_3379
L4,LANDSAT/LT04/C02/T2/LT04_037022_19821214,LANDSAT/LM04/C02/T2/LM04_037022_19821214,ROI_3379
L4,LANDSAT/LT04/C02/T2/LT04_037022_19830131,LANDSAT/LM04/C02/T2/LM04_037022_19830131,ROI_3379
L4,LANDSAT/LT04/C02/T2/LT04_021021_19821112,LANDSAT/LM04/C02/T2/LM04_021021_19821112,ROI_3387
L4,LANDSAT/LT04/C02/T2/LT04_021021_19830131,LANDSAT/LM04/C02/T2/LM04_021021_19830131,ROI_3387
L4,LANDSAT/LT04/C02/T2/LT04_019020_19821114,LANDSAT/LM04/C02/T2/LM04_019020_19821114,ROI_3389
L4,LANDSAT/LT04/C02/T2/LT04_019020_19830202,LANDSAT/LM04/C02/T2/LM04_019020_19830202,ROI_3389
L4,LANDSAT/LT04/C02/T2/LT04_020020_19830209,LANDSAT/LM04/C02/T2/LM04_020020_19830209,ROI_3389
L4,LANDSAT/LT04/C02/T2/LT04_017019_19830119,LANDSAT/LM04/C02/T2/LM04_017019_19830119,ROI_3392
L4,LANDSAT/LT04/C02/T2/LT04_017019_19830204,LANDSAT/LM04/C02/T2/LM04_017019_19830204,ROI_3392
L4,LANDSAT/LT04/C02/T2/LT04_018019_19830126,LANDSAT/LM04/C02/T2/LM04_018019_19830126,ROI_3392
L4,LANDSAT/LT04/C02/T2/LT04_018018_19830126,LANDSAT/LM04/C02/T2/LM04_018018_19830126,ROI_3393
L4,LANDSAT/LT04/C02/T2/LT04_019018_19821114,LANDSAT/LM04/C02/T2/LM04_019018_19821114,ROI_3393
L4,LANDSAT/LT04/C02/T2/LT04_019018_19830202,LANDSAT/LM04/C02/T2/LM04_019018_19830202,ROI_3393
L4,LANDSAT/LT04/C02/T2/LT04_020018_19830209,LANDSAT/LM04/C02/T2/LM04_020018_19830209,ROI_3393
L4,LANDSAT/LT04/C02/T2/LT04_035021_19830101,LANDSAT/LM04/C02/T2/LM04_035021_19830101,ROI_3395
L4,LANDSAT/LT04/C02/T2/LT04_041021_19821124,LANDSAT/LM04/C02/T2/LM04_041021_19821124,ROI_3396
L4,LANDSAT/LT04/C02/T2/LT04_041021_19821226,LANDSAT/LM04/C02/T2/LM04_041021_19821226,ROI_3396
L4,LANDSAT/LT04/C02/T2/LT04_041022_19821124,LANDSAT/LM04/C02/T2/LM04_041022_19821124,ROI_3396
L4,LANDSAT/LT04/C02/T2/LT04_041022_19821210,LANDSAT/LM04/C02/T2/LM04_041022_19821210,ROI_3396
L4,LANDSAT/LT04/C02/T2/LT04_041022_19821226,LANDSAT/LM04/C02/T2/LM04_041022_19821226,ROI_3396
L4,LANDSAT/LT04/C02/T2/LT04_042021_19821201,LANDSAT/LM04/C02/T2/LM04_042021_19821201,ROI_3396
L4,LANDSAT/LT04/C02/T2/LT04_042021_19830102,LANDSAT/LM04/C02/T2/LM04_042021_19830102,ROI_3396
L4,LANDSAT/LT04/C02/T2/LT04_047020_19821204,LANDSAT/LM04/C02/T2/LM04_047020_19821204,ROI_3398
L4,LANDSAT/LT04/C02/T2/LT04_053021_19821128,LANDSAT/LM04/C02/T2/LM04_053021_19821128,ROI_3402
L4,LANDSAT/LT04/C02/T2/LT04_053021_19821214,LANDSAT/LM04/C02/T2/LM04_053021_19821214,ROI_3402
L4,LANDSAT/LT04/C02/T2/LT04_053021_19821230,LANDSAT/LM04/C02/T2/LM04_053021_19821230,ROI_3402
